STABBR,CITY,INSTNM,SATMT25,SATVR25,ADM_RATE,SAT_AVG,GRAD_DEBT_MDN,PCIP27,COSTT4_A
FL,Immokalee,Immokalee Technical College,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
FL,Orange Park,American Academy of Cosmetology,NULL,NULL,NULL,NULL,9500,0,NULL
FL,Lauderhill,University of Fort Lauderdale,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
FL,Casselberry,Aviation Institute of Maintenance-Orlando,NULL,NULL,NULL,NULL,19995,0,26772
FL,Tampa,Summit Salon Academy,NULL,NULL,NULL,NULL,9833,0,NULL
FL,Gainesville,Summit Salon Academy-Gainesville,NULL,NULL,NULL,NULL,13000,0,NULL
FL,The Villages,Tenaj Salon Institute,NULL,NULL,NULL,NULL,9500,0,NULL
GA,Atlanta,Profile Institute of Barber-Styling,NULL,NULL,NULL,NULL,16500,0,NULL
GA,Lawrenceville,Keune Academy by 124,NULL,NULL,NULL,NULL,8569,0,NULL
HI,Honolulu,Pacific Rim Christian University,NULL,NULL,0.5556,NULL,PrivacySuppressed,0,19548
ID,Twin Falls,D & L Academy of Hair Design,NULL,NULL,NULL,NULL,PrivacySuppressed,0,32165
IL,Hoffman Estates,Ambria College of Nursing,NULL,NULL,NULL,NULL,18961,0,NULL
IL,Chicago,Midwestern Career College,NULL,NULL,NULL,NULL,7917,0,NULL
IL,Normal,Paul Mitchell the School-Normal,NULL,NULL,NULL,NULL,10974,0,NULL
IL,Canton,Innovations Design Academy,NULL,NULL,NULL,NULL,9188,0,NULL
IN,Indianapolis,Aveda Fredric's Institute-Indianapolis,NULL,NULL,NULL,NULL,9833,0,NULL
IN,Anderson,Summit Salon Academy-Anderson,NULL,NULL,NULL,NULL,9833,0,NULL
KS,Wichita,Eric Fisher Academy,NULL,NULL,NULL,NULL,9339,0,NULL
LA,Gretna,My Le's Beauty College,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
MA,Upton,Blackstone Valley Vocational Regional School District,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
MA,Charlton,Southern Worcester County Regional Voc School District,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
MI,Livonia,L'esprit Academy,NULL,NULL,NULL,NULL,6333,0,NULL
MI,Waterford,Marketti Academy of Cosmetology,NULL,NULL,NULL,NULL,7362,0,NULL
MN,St Louis Park,CenterPoint Massage and Shiatsu Therapy School and Clinic,NULL,NULL,NULL,NULL,9500,0,NULL
MN,Worthington,Avalon School of Cosmetology,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
MO,St Joseph,American Business and Technology University,NULL,NULL,NULL,NULL,22191,0,NULL
MO,Kansas City,City Vision University,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
MO,Kansas City,Transformed Barber and Cosmetology Academy,NULL,NULL,NULL,NULL,9500,0,NULL
MT,Hamilton,Bitterroot School of Cosmetology,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
MT,Great Falls,Montana Academy of Salons,NULL,NULL,NULL,NULL,11464,0,NULL
NJ,East Orange,National Career Institute,NULL,NULL,NULL,NULL,6756,0,26340
NM,Albuquerque,Toni & Guy Hairdressing Academy-Albuquerque,NULL,NULL,NULL,NULL,12944,0,NULL
NV,Reno,International Academy of Style,NULL,NULL,NULL,NULL,8951,0,NULL
NY,Brooklyn,EDP School,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
NY,Flushing,New York Medical Career Training Center,NULL,NULL,NULL,NULL,5500,0,NULL
NY,New York,Institute of Culinary Education,NULL,NULL,NULL,NULL,6439,0,NULL
NY,Tonawanda,The Salon Professional Academy-Tonawanda,NULL,NULL,NULL,NULL,6333,0,NULL
NY,Syracuse,Onondaga School of Therapeutic Massage-Syracuse,NULL,NULL,NULL,NULL,8769,0,NULL
NY,Staten Island,Academy of Cosmetology and Esthetics NYC,NULL,NULL,NULL,NULL,5500,0,NULL
NY,Ithaca,Finger Lakes School of Massage,NULL,NULL,NULL,NULL,7917,0,NULL
OH,Archbold,Four County Career Center,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
OH,Sheffield Village,Vanity School of Cosmetology,NULL,NULL,NULL,NULL,9500,0,NULL
OH,Perrysburg,Summit Salon Academy-Perrysburg,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
OR,Portland,Portland Actors Conservatory,NULL,NULL,0.8684,NULL,PrivacySuppressed,0,24350
PA,Somerset,Somerset County Technology Center,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
PA,Allentown,Metro Beauty Academy,NULL,NULL,NULL,NULL,8028,0,NULL
SC,Mullins,Academy for Careers and Technology,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
SC,Aiken,Aiken School of Cosmetology and Barbering,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
TN,Manchester,Love Beauty School Inc,NULL,NULL,NULL,NULL,8958,0,NULL
TX,Houston,Professional Career Training Institute,NULL,NULL,NULL,NULL,9308.5,0,NULL
TX,Houston,Houston International College Cardiotech Ultrasound School,NULL,NULL,NULL,NULL,20000,0,32351
TX,Bedford,DuVall's School of Cosmetology,NULL,NULL,NULL,NULL,7917,0,NULL
TX,Irving,Advanced Beauty College,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
TX,Haltom city,Texas Beauty College,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
TX,Austin,Avenue Five Institute,NULL,NULL,NULL,NULL,7650,0,NULL
TX,Lewisville,The Salon Professional Academy-Lewisville,NULL,NULL,NULL,NULL,9833,0,NULL
UT,Provo,Renaissance Academie,NULL,NULL,NULL,NULL,10556,0,NULL
VA,Hampton,Bethel College,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
VA,Henrico,Institute of Advanced Medical Esthetics,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
WA,Seattle,Gary Manuel Aveda Institute,NULL,NULL,NULL,NULL,7917,0,NULL
WA,Port Hadlock,Northwest School of Wooden Boat Building,NULL,NULL,NULL,NULL,PrivacySuppressed,0,28466
WA,Seattle,Pinchot University,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
WI,Onalaska,The Salon Professional Academy-Onalaska,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
CA,Chula Vista,Brightwood College-Chula Vista,NULL,NULL,NULL,NULL,9500,0,NULL
CA,Roseville,InterCoast Colleges-Roseville,NULL,NULL,NULL,NULL,9500,0,NULL
CA,Anaheim,West Coast University-Orange County,NULL,NULL,0.8824,NULL,33937.5,0,51203
CA,Ontario,West Coast University-Ontario,NULL,NULL,0.88,NULL,33937.5,0,48894
GA,Augusta,Virginia College-Augusta,NULL,NULL,NULL,NULL,16710,0,22631
IL,East Peoria,Midwest Technical Institute-East Peoria,NULL,NULL,NULL,NULL,9500,0,NULL
IL,Chicago,Paul Mitchell the School-Chicago,NULL,NULL,NULL,NULL,12595,0,NULL
IN,Indianapolis,Brightwood College-Indianapolis,NULL,NULL,NULL,NULL,9500,0,NULL
MI,Pontiac,Dorsey Business Schools-Waterford Pontiac,NULL,NULL,NULL,NULL,12986,0,30913
NC,Fayetteville,Miller-Motte College-Fayetteville,NULL,NULL,NULL,NULL,20000,0,27060
NV,Las Vegas,European Massage Therapy School-Las Vegas,NULL,NULL,NULL,NULL,5038,0,NULL
OH,Grove City,Harrison College-Grove City,NULL,NULL,1,NULL,24667,0,27419
GA,Columbus,Miller-Motte Technical College-Columbus,NULL,NULL,NULL,NULL,26472,0,25460
PA,Carlisle,McCann School of Business & Technology,NULL,NULL,NULL,NULL,24549.5,0,23627
PR,Ponce,National University College-Ponce,NULL,NULL,0.7278,NULL,10685,0,12866
TX,Grand Prairie,Fortis College-Grand Prairie,NULL,NULL,NULL,NULL,11521,0,NULL
VA,Virginia Beach,The Art Institute of Virginia Beach,NULL,NULL,NULL,NULL,30982,0,29373
WI,Glendale,Bryant & Stratton College-Bayshore,NULL,NULL,NULL,NULL,23054.5,0,21781
SC,Columbia,Virginia College-Columbia,NULL,NULL,NULL,NULL,16710,0,23423
IN,Indianapolis,Fortis College-Indianapolis,NULL,NULL,NULL,NULL,19999.5,0,26573
TX,Arlington,Brightwood College-Arlington,NULL,NULL,NULL,NULL,9367,0,NULL
NC,Charlotte,Brightwood College-Charlotte,NULL,NULL,NULL,NULL,9500,0,NULL
TN,Memphis,Empire Beauty School-E Memphis,NULL,NULL,NULL,NULL,10666.5,0,NULL
TN,Brentwood,Empire Beauty School-Nashville,NULL,NULL,NULL,NULL,11526,0,NULL
TN,Jackson,Empire Beauty School-Jackson,NULL,NULL,NULL,NULL,10689,0,NULL
PA,Springfield,Empire Beauty School-Springfield,NULL,NULL,NULL,NULL,11766,0,NULL
NJ,Paramus,Empire Beauty School-Paramus,NULL,NULL,NULL,NULL,10689,0,NULL
IN,Speedway,Empire Beauty School-Speedway,NULL,NULL,NULL,NULL,12241,0,NULL
GA,Morrow,Empire Beauty School-Morrow,NULL,NULL,NULL,NULL,10689,0,NULL
AR,Little Rock,Strayer University-Arkansas,NULL,NULL,NULL,NULL,34239.5,0,NULL
GA,Atlanta,Strayer University-Georgia,NULL,NULL,NULL,NULL,34239.5,0,29544
MS,Jackson,Strayer University-Mississippi,NULL,NULL,NULL,NULL,34239.5,0,29544
SC,Greenville,Strayer University-South Carolina,NULL,NULL,NULL,NULL,34239.5,0,29544
TX,Austin,Strayer University-Texas,NULL,NULL,NULL,NULL,34239.5,0,29544
TX,San Antonio,The Art Institute of San Antonio,NULL,NULL,NULL,NULL,31990,0,28225
TN,Memphis,Empire Beauty School-S Memphis,NULL,NULL,NULL,NULL,12241,0,NULL
NC,Charlotte,Empire Beauty School-Charlotte,NULL,NULL,NULL,NULL,9795,0,NULL
NC,Greensboro,Empire Beauty School-E Greensboro,NULL,NULL,NULL,NULL,10689,0,NULL
NC,Winston-Salem,Empire Beauty School-Winston-Salem,NULL,NULL,NULL,NULL,10689,0,NULL
FL,West Palm Beach,Empire Beauty School-West Palm,NULL,NULL,NULL,NULL,11766,0,NULL
NC,Charlotte,Empire Beauty School-Pineville,NULL,NULL,NULL,NULL,11709,0,NULL
TN,Memphis,Empire Beauty School-N Memphis,NULL,NULL,NULL,NULL,11522,0,NULL
VA,Roanoke,Virginia Tech Carilion School of Medicine,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
UT,Salt Lake City,Broadview Entertainment Arts University,NULL,NULL,NULL,NULL,10500,0,24867
VA,Hampton,Bryant & Stratton College-Hampton,NULL,NULL,NULL,NULL,23054.5,0,22391
AZ,Phoenix,Paul Mitchell the School-Phoenix,NULL,NULL,NULL,NULL,12758,0,NULL
AZ,Fort Mohave,All Beauty College,NULL,NULL,NULL,NULL,10556,0,NULL
CA,Pleasanton,Golden State College of Court Reporting,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
CA,Torrance,Trinity School of Health and Allied Sciences,NULL,NULL,NULL,NULL,17480,0,NULL
CA,Modesto,Paul Mitchell the School-Modesto,NULL,NULL,NULL,NULL,8388.5,0,NULL
CA,Sacramento,Cosmo Beauty Academy,NULL,NULL,NULL,NULL,7047,0,NULL
CA,Fresno,Paul Mitchell the School-Fresno,NULL,NULL,NULL,NULL,12835.5,0,NULL
CA,Fremont,Unitek College,NULL,NULL,NULL,NULL,9500,0,46161
CA,San Mateo,Gurnick Academy of Medical Arts,NULL,NULL,NULL,NULL,17292,0,NULL
CA,Los Angeles,Southern California University SOMA,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
CA,Pleasant Hill,Paul Mitchell the School-East Bay,NULL,NULL,NULL,NULL,14250,0,NULL
VA,Glen Allen,South University-Richmond,NULL,NULL,NULL,NULL,25000,0,25405
VA,Virginia Beach,South University-Virginia Beach,NULL,NULL,NULL,NULL,25000,0,28341
CO,Denver,Aveda Institute-Denver,NULL,NULL,NULL,NULL,12000,0,NULL
CO,Colorado Springs,Paul Mitchell the School-Colorado Springs,NULL,NULL,NULL,NULL,12000,0,NULL
CO,Colorado Springs,The Salon Professional Academy-Colorado Springs,NULL,NULL,NULL,NULL,6333,0,NULL
DE,Newark,Paul Mitchell the School-Delaware,NULL,NULL,NULL,NULL,13000,0,NULL
FL,Miami,Future-Tech Institute,NULL,NULL,NULL,NULL,PrivacySuppressed,0,10470
FL,New Port Richey,Fred K Marchman Technical College,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
FL,Fort Myers,The Salon Professional Academy-Ft Myers,NULL,NULL,NULL,NULL,13000,0,NULL
IL,Wheeling,SOLEX College,NULL,NULL,NULL,NULL,9500,0,NULL
IL,Pontiac,Unity Cosmetology College,NULL,NULL,NULL,NULL,11500,0,NULL
IL,Downers Grove,Universal Spa Training Academy,NULL,NULL,NULL,NULL,7917,0,NULL
IN,Evansville,The Salon Professional Academy-Evansville,NULL,NULL,NULL,NULL,9833,0,NULL
MA,Franklin,Tri County Regional Vocational Technical High School,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
MI,Grand Rapids,Compass College of Cinematic Arts,NULL,NULL,0.9828,NULL,20287,0,24804
MN,Rochester,Nova Academy of Cosmetology,NULL,NULL,NULL,NULL,8768,0,NULL
NJ,Jersey City,Starting Points Inc,NULL,NULL,NULL,NULL,6063,0,23745
NY,New York,SAE Institute of Technology-New York,NULL,NULL,NULL,NULL,9500,0,NULL
OH,Findlay,The Artisan College of Cosmetology,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
OR,Bend,Sage School of Massage & Esthetics,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
TX,Dallas,Peloton College,NULL,NULL,NULL,NULL,9500,0,NULL
TX,Brownsville,Salon & Spa Institute,NULL,NULL,NULL,NULL,10100,0,NULL
UT,Payson,American Beauty Academy,NULL,NULL,NULL,NULL,7097,0,NULL
WA,Tacoma,Summit Salon Academy,NULL,NULL,NULL,NULL,11689,0,NULL
WI,Pawaukee,Paul Mitchell the School-Milwaukee,NULL,NULL,NULL,NULL,16139,0,NULL
CA,Los Alamitos,Touro University Worldwide,NULL,NULL,NULL,NULL,13650,0,26953
CA,Vallejo,Touro University California,NULL,NULL,NULL,NULL,17361,NULL,NULL
DC,Washington,The Chicago School of Professional Psychology at Washington DC,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
NV,Henderson,Touro University Nevada,NULL,NULL,NULL,NULL,17361,0,NULL
WI,Kenosha,Herzing University-Kenosha,NULL,NULL,1,NULL,23139.5,0,26772
WI,Brookfield,Herzing University-Brookfield,NULL,NULL,1,NULL,23139.5,0,26433
TX,San Antonio,Texas A&M University-San Antonio,380,380,0.3873,860,6250,0.0038,NULL
TX,Houston,Fortis Institute-Houston,NULL,NULL,NULL,NULL,9500,0,NULL
TX,Brownsville,Southern Careers Institute-Brownsville,NULL,NULL,NULL,NULL,9193,0,NULL
TX,Harlingen,Southern Careers Institute-Harlingen,NULL,NULL,NULL,NULL,9193,0,NULL
DC,Washington,Strayer University-Global Region,NULL,NULL,NULL,NULL,34239.5,0,29544
SC,Florence,Kenneth Shuler School of Cosmetology-Florence,NULL,NULL,NULL,NULL,9993,0,NULL
SC,Columbia,Fortis College-Columbia,NULL,NULL,NULL,NULL,12540,0,22954
NM,Albuquerque,Brown Mackie College-Albuquerque,NULL,NULL,NULL,NULL,22999,0,NULL
MO,Fenton,Brown Mackie College-St Louis,NULL,NULL,NULL,NULL,22999,0,NULL
IN,Brownsburg,Avant Gard The School,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
CA,Anaheim,California University of Management and Sciences,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
MI,Davison,Ross Medical Education Center-Davison,NULL,NULL,NULL,NULL,9500,0,NULL
IN,Granger,Ross Medical Education Center-Granger,NULL,NULL,NULL,NULL,9500,0,NULL
OH,Niles,Ross Medical Education Center-Niles,NULL,NULL,NULL,NULL,9500,0,NULL
MI,Canton,Ross Medical Education Center-Canton,NULL,NULL,NULL,NULL,9500,0,NULL
TX,Houston,Pima Medical Institute-Houston,NULL,NULL,NULL,NULL,8708,0,NULL
IL,Chicago,Illinois Media School-Chicago Campus,NULL,NULL,NULL,NULL,9500,0,NULL
TX,San Antonio,South Texas Vocational Technical Institute-San Antonio,NULL,NULL,NULL,NULL,11332,0,NULL
TX,Dallas,Concorde Career College-Dallas,NULL,NULL,0.9437,NULL,9500,0,NULL
FL,Orlando,Concorde Career Institute-Orlando,NULL,NULL,0.8247,NULL,9500,0,NULL
TX,San Antonio,Concorde Career College-San Antonio,NULL,NULL,0.9225,NULL,9500,0,NULL
CO,Aurora,Ecotech Institute,NULL,NULL,NULL,NULL,16710,0,21785
RI,Providence,Johnson & Wales University-Online,NULL,NULL,0.4483,NULL,25899,0,18165
TX,Ft Worth,Altierus Career College-Fort Worth South,NULL,NULL,NULL,NULL,7511,0,29965
VA,Fairfax,Virginia International University,NULL,NULL,0.2529,NULL,PrivacySuppressed,0,NULL
PA,Lewistown,Geisinger-Lewistown Hospital School of Nursing,NULL,NULL,0.52,NULL,14989,0,35729
CA,Moreno Valley,Moreno Valley College,NULL,NULL,NULL,NULL,6875,0.0104,12650
NY,New York,Brittany Beauty Academy,NULL,NULL,NULL,NULL,8401.5,0,NULL
NY,Rochester,Onondaga School of Therapeutic Massage-Rochester,NULL,NULL,NULL,NULL,8769,0,NULL
CA,Norco,Norco College,NULL,NULL,NULL,NULL,7500,0.0081,12212
MI,Saginaw,Dorsey Business Schools-Saginaw,NULL,NULL,NULL,NULL,12986,0,31526
CA,La Quinta,Milan Institute of Cosmetology-La Quinta,NULL,NULL,NULL,NULL,9500,0,NULL
ID,Nampa,Milan Institute-Nampa,NULL,NULL,NULL,NULL,8971,0,NULL
TX,El Paso,Milan Institute of Cosmetology-El Paso,NULL,NULL,NULL,NULL,9500,0,NULL
TX,Irving,Universal Technical Institute - Dallas Fort Worth,NULL,NULL,NULL,NULL,15682,0,NULL
NY,Mt. Kisco,Finger Lakes School of Massage,NULL,NULL,NULL,NULL,7917,0,NULL
NH,Manchester,Salter School of Nursing and Allied Health,NULL,NULL,NULL,NULL,8807,0,NULL
PA,Upper Darby,Harris School of Business-Upper Darby Campus,NULL,NULL,NULL,NULL,9500,0,NULL
TX,San Antonio,Brown Mackie College-San Antonio,NULL,NULL,NULL,NULL,22999,0,NULL
NJ,Wall,Cortiva Institute-New Jersey,NULL,NULL,NULL,NULL,6861,0,22473
CA,Woodland,Cambridge Junior College-Woodland,NULL,NULL,0.8148,NULL,9500,0,NULL
PR,Manatí,ICPR Junior College-Manati,NULL,NULL,NULL,NULL,PrivacySuppressed,0,11479
CT,Danbury,Ridley-Lowell Business & Technical Institute-Danbury,NULL,NULL,NULL,NULL,10403.5,0,NULL
FL,Lakeland,Artistic Nails and Beauty Academy-Lakeland,NULL,NULL,NULL,NULL,9500,0,NULL
CO,Aurora,American Sentinel University,NULL,NULL,NULL,NULL,15364.5,0,NULL
IL,Chicago,Tribeca Flashpoint College,NULL,NULL,0.9767,NULL,12000,0,39330
HI,Honolulu,Hawaii Medical College,NULL,NULL,NULL,NULL,9500,0,21237
NC,Asheville,Carolina College of Hair Design,NULL,NULL,NULL,NULL,NULL,0,NULL
LA,Baton Rouge,Virginia College-Baton Rouge,NULL,NULL,NULL,NULL,16710,0,23146
FL,Lake Mary,Remington College-Heathrow Campus,NULL,NULL,NULL,NULL,14119,0,21481
ID,Blackfoot,College of Massage Therapy,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
NC,Jacksonville,Miller-Motte College-Jacksonville,NULL,NULL,NULL,NULL,20000,0,25957
GA,Augusta,Miller-Motte Technical College-Augusta,NULL,NULL,NULL,NULL,26472,0,25196
SC,Conway,Miller-Motte Technical College-Conway,NULL,NULL,NULL,NULL,20000,0,24480
GA,Macon,Virginia College-Macon,NULL,NULL,NULL,NULL,16710,0,21419
SC,Spartanburg,Virginia College-Spartanburg,NULL,NULL,NULL,NULL,16710,0,22173
OR,Portland,Aveda Institute-Portland,NULL,NULL,NULL,NULL,10556,0,NULL
VA,Arlington,Chamberlain University-Virginia,NULL,NULL,0.4444,NULL,22893.5,0,29515
ID,Boise,Stevens-Henager College,NULL,NULL,NULL,NULL,27139,0,29797
AZ,Scottsdale,Penrose Academy,NULL,NULL,NULL,NULL,6333,0,NULL
VA,Richmond,Virginia College-Richmond,NULL,NULL,NULL,NULL,16710,0,22487
MO,Saint Louis,Skin Institute,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
FL,Hialeah Gardens,Beauty Academy of South Florida,NULL,NULL,NULL,NULL,7000,0,NULL
TX,Dallas,Ogle School Hair Skin Nails-North Dallas,NULL,NULL,NULL,NULL,8074.5,0,NULL
AR,North Little Rock,The Salon Professional Academy-North Little Rock,NULL,NULL,NULL,NULL,9833,0,NULL
MO,St. Charles,The Salon Professional Academy-St Charles,NULL,NULL,NULL,NULL,7804,0,NULL
FL,Orlando,American College for Medical Careers,NULL,NULL,NULL,NULL,8807,0,NULL
NY,New York,Mildred Elley-New York Campus,NULL,NULL,NULL,NULL,19375,0,23326
AZ,Phoenix,National Paralegal College,NULL,NULL,NULL,NULL,25250,0,20068
NC,Fayetteville,Carolina College of Biblical Studies,NULL,NULL,NULL,NULL,PrivacySuppressed,0,19510
OH,Cleveland,Allstate Hairstyling & Barber College,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
TN,Dayton,Oxford Graduate School,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
NC,Sugar Grove,Jung Tao School of Classical Chinese Medicine,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
CA,Burbank,New York Film Academy,NULL,NULL,NULL,NULL,9500,0,50650
NY,New York,The Collective School Of Music,NULL,NULL,NULL,NULL,PrivacySuppressed,0,48520
CA,Oakland,International College of Cosmetology,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
PA,Monroeville,Bella Capelli Academy,NULL,NULL,NULL,NULL,8028,0,NULL
PA,Pittsburgh,Institute of Medical Careers,NULL,NULL,NULL,NULL,11610.5,0,NULL
CA,Modesto,Toni & Guy Hairdressing Academy-Modesto,NULL,NULL,NULL,NULL,11837,0,NULL
GA,Atlanta,Georgia Christian University,NULL,NULL,NULL,NULL,PrivacySuppressed,0,26225
FL,Palm Coast,Flagler Technical Institute,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
CA,North Hollywood,Galaxy Medical College,NULL,NULL,1,NULL,PrivacySuppressed,0,NULL
CA,Glendale,American Medical Sciences Center,NULL,NULL,NULL,NULL,15405,0,NULL
UT,American Fork,Mandalyn Academy,NULL,NULL,NULL,NULL,8051.5,0,NULL
FL,Pembroke Pines,Jose Maria Vargas University,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
NH,Manchester,Laird Institute of Spa Therapy,NULL,NULL,NULL,NULL,9500,0,NULL
FL,Miami,D A Dorsey Technical College,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
MI,Baraga,Keweenaw Bay Ojibwa Community College,NULL,NULL,NULL,NULL,PrivacySuppressed,0,12835
TN,Nashville,Meridian Institute of Surgical Assisting,NULL,NULL,NULL,NULL,6840,0,NULL
HI,Kailua Kona,Mauna Loa Helicopters,NULL,NULL,1,NULL,PrivacySuppressed,0,NULL
UT,Provo,Acaydia School of Aesthetics,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
NY,New York,Manhattan Institute,NULL,NULL,NULL,NULL,6148,0,NULL
SC,Walterboro,Cosmetic Arts Institute,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
MD,Baltimore,Holistic Massage Training Institute,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
TX,Sherman,Diamonds Cosmetology College,NULL,NULL,NULL,NULL,12399,0,NULL
VA,Falls Church,Northern Virginia School of Therapeutic Massage,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
MO,St. Louis,Paul Mitchell the School-St Louis,NULL,NULL,NULL,NULL,12500,0,NULL
NV,Las Vegas,Advanced Training Institute,NULL,NULL,NULL,NULL,8867,0,NULL
VA,Annandale,Cosmopolitan Beauty and Tech School,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
NC,Cary,Shepherds Theological Seminary,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
UT,West Jordan,Taylor Andrews Academy of Hair Design-West Jordan,NULL,NULL,NULL,NULL,10556,0,NULL
CA,Santa Ana,Santa Ana Beauty Academy,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
NC,Fayetteville,Grace College of Divinity,NULL,NULL,0.75,NULL,PrivacySuppressed,0,13603
MO,Saint Clair,Cosmetology College of Franklin County,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
MN,Rochester,The Salon Professional Academy,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
NM,Albuquerque,Aveda Institute-New Mexico,NULL,NULL,NULL,NULL,10556,0,NULL
TN,Madison,Nashville Barber and Style Academy,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
MO,Saint Ann,American Trade School,NULL,NULL,NULL,NULL,12672.5,0,NULL
IL,Skokie,Estelle Skin Care and Spa Institute,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
HI,Honolulu,Paul Mitchell the School-Honolulu,NULL,NULL,NULL,NULL,14390,0,NULL
CA,Yucca Valley,Elite Cosmetology School,NULL,NULL,NULL,NULL,8492,0,NULL
PR,Bayamon,American Technical Institute,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
CA,Rohnert Park,Bergin University of Canine Studies,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
ID,Boise,Aveda Institute-Boise,NULL,NULL,NULL,NULL,12000,0,NULL
CO,Aurora,Pima Medical Institute-Aurora,NULL,NULL,NULL,NULL,8068,0,NULL
CA,Anaheim,Real Barbers College,NULL,NULL,NULL,NULL,9833,0,NULL
ME,Augusta,Capilo School of Hair Design,NULL,NULL,NULL,NULL,8444,0,NULL
AZ,Tucson,Pure Aesthetics,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
KY,Bowling Green,Lindsey Institute of Cosmetology,NULL,NULL,NULL,NULL,11818.5,0,NULL
IA,Iowa City,The Salon Professional Academy,NULL,NULL,NULL,NULL,12000,0,NULL
TX,Dallas,Buckner Barber School,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
KY,Louisville,Simmons College of Kentucky,NULL,NULL,NULL,NULL,PrivacySuppressed,0,14614
NY,New York,Atelier Esthetique Institute of Esthetics,NULL,NULL,NULL,NULL,5846,0,NULL
WI,Waupun,Advanced College of Cosmetology,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
TX,Stafford,North American University,NULL,NULL,NULL,NULL,16500,0,22949
KS,Lenexa,Entourage Institute of Beauty and Esthetics,NULL,NULL,NULL,NULL,7504,0,NULL
CO,Denver,United Beauty College,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
CA,San Francisco,Cinta Aveda Institute,NULL,NULL,NULL,NULL,10556,0,NULL
NY,Levittown,Long Island Nail & Skin Care Institute,NULL,NULL,NULL,NULL,6333,0,NULL
CA,Reseda,Southern California Health Institute,NULL,NULL,NULL,NULL,9500,0,NULL
NJ,East Orange,Best Care College,NULL,NULL,NULL,NULL,13770.5,0,NULL
WI,Beloit,First Class Cosmetology School,NULL,NULL,NULL,NULL,17083,0,NULL
FL,Doral,Millennia Atlantic University,NULL,NULL,NULL,NULL,PrivacySuppressed,0,23404
MI,Southfield,Abcott Institute,NULL,NULL,NULL,NULL,6439,0,NULL
WI,Kenosha,The Salon Professional Academy-Kenosha,NULL,NULL,NULL,NULL,10524,0,NULL
