STABBR,CITY,INSTNM,SATMT25,SATVR25,ADM_RATE,SAT_AVG,GRAD_DEBT_MDN,PCIP27,COSTT4_A
IN,Indianapolis,Paul Mitchell the School-Indianapolis,NULL,NULL,NULL,NULL,12981,0,NULL
UT,St. George,Taylor Andrews Academy-St George,NULL,NULL,NULL,NULL,9000,0,NULL
MO,Seymour,Seymour Beauty Academy,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
MI,East Lansing,Protege Academy,NULL,NULL,NULL,NULL,11578,0,NULL
CO,Colorado Springs,Colorado Academy of Veterinary Technology,NULL,NULL,1,NULL,21246,0,24016
ME,Scarborough,Northeast Technical Institute,NULL,NULL,NULL,NULL,8181,0,NULL
CA,Santa Clara,Academy for Salon Professionals,NULL,NULL,NULL,NULL,6333,0,NULL
OH,Norwalk,Elite School of Cosmetology,NULL,NULL,NULL,NULL,18125,0,NULL
NV,Las Vegas,Paul Mitchell the School-Las Vegas,NULL,NULL,NULL,NULL,12000,0,NULL
IN,Kokomo,Summit Salon Academy-Kokomo,NULL,NULL,NULL,NULL,9200,0,NULL
AL,Montgomery,Hair Academy,NULL,NULL,NULL,NULL,NULL,0,NULL
FL,Fort Myers,Florida Academy,NULL,NULL,NULL,NULL,6333,0,NULL
ME,Portland,Institute for Doctoral Studies in the Visual Arts,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
IL,Waukegan,State Career College,NULL,NULL,NULL,NULL,9500,0,NULL
CA,Northridge,Academy for Salon Professionals,NULL,NULL,NULL,NULL,6332,0,NULL
WA,Spokane Valley,Paul Mitchell the School-Spokane,NULL,NULL,NULL,NULL,10556,0,NULL
IL,Elgin,J Renee College,NULL,NULL,NULL,NULL,7261,0,NULL
CO,Lakewood,National Personal Training Institute of Colorado,NULL,NULL,NULL,NULL,6333,0,NULL
CO,Colorado Springs,National Personal Training Institute of Colorado,NULL,NULL,NULL,NULL,6333,0,NULL
CA,Los Angeles,International College of Beauty Arts & Sciences,NULL,NULL,NULL,NULL,6333,0,NULL
IL,Shorewood,The Salon Professional Academy-Shorewood,NULL,NULL,NULL,NULL,10526,0,NULL
CA,Escondido,John Paul the Great Catholic University,430,480,0.9804,1088,25958.5,0,41066
UT,Salt Lake City,Independence University,NULL,NULL,NULL,NULL,27139,0,31753
OK,Tulsa,National American University-Tulsa,NULL,NULL,NULL,NULL,30223,0,NULL
CO,Centennial,National American University-Centennial,NULL,NULL,NULL,NULL,30223,0,NULL
MO,Lee's Summit,National American University-Lee's Summit,NULL,NULL,NULL,NULL,30223,0,NULL
CO,Colorado Springs,National American University-Colorado Springs South,NULL,NULL,NULL,NULL,30223,0,20212
MA,Chicopee,Salter College-Chicopee,NULL,NULL,NULL,NULL,8807,0,NULL
MO,St. Louis,Chamberlain University-Missouri,NULL,NULL,0.7778,NULL,22893.5,0,28128
TX,Houston,Chamberlain University-Texas,NULL,NULL,0.6667,NULL,22893.5,0,25448
NY,Mattydale,Continental School of Beauty Culture-Mattydale,NULL,NULL,NULL,NULL,7167,0,NULL
CA,Pomona,Carrington College-Pomona,NULL,NULL,0.7925,NULL,12125,0,NULL
GA,Atlanta,Altierus Career College-Atlanta West,NULL,NULL,NULL,NULL,8826.5,0,NULL
ID,Meridian,Broadview University-Boise,NULL,NULL,NULL,NULL,10500,0,24451
SC,Columbia,Paul Mitchell the School-Columbia,NULL,NULL,NULL,NULL,11773.5,0,NULL
SC,North Charleston,Paul Mitchell the School-Charleston,NULL,NULL,NULL,NULL,11773.5,0,NULL
SC,Greenville,Kenneth Shuler School of Cosmetology-Greenville,NULL,NULL,NULL,NULL,10393.5,0,NULL
GA,Atlanta,South University-Accelerated Graduate Programs,NULL,NULL,NULL,NULL,25000,NULL,NULL
TX,Fort Worth,South University-The Art Institute of Fort Worth,NULL,NULL,NULL,NULL,25000,0,NULL
MI,Novi,South University-Novi,NULL,NULL,NULL,NULL,25000,0,23598
OR,Springfield,Northwest College-Eugene,NULL,NULL,NULL,NULL,13250,0,NULL
OR,Tualatin,Northwest College-Tualatin,NULL,NULL,NULL,NULL,13250,0,NULL
NC,Morrisville,Harrison College-Morrisville,NULL,NULL,1,NULL,24667,0,24785
KY,Louisville,Trend Setters' Academy of Beauty Culture-Louisville,NULL,NULL,NULL,NULL,5125,0,NULL
PR,Caguas,National University College-Caguas,NULL,NULL,0.7681,NULL,10685,0,13900
FL,Miami Beach,Beauty Schools of America,NULL,NULL,NULL,NULL,9500,0,NULL
CA,Soledad,CET-Soledad,NULL,NULL,NULL,NULL,6143,0,NULL
CA,San Marcos,United Education Institute-UEI College San Marcos,NULL,NULL,NULL,NULL,9500,0,NULL
TX,Houston,Houston Training Schools-Southwest,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
LA,Metairie,Vanguard College of Cosmetology-Metairie,NULL,NULL,NULL,NULL,13833,0,NULL
CA,Anaheim,United Education Institute-Anaheim,NULL,NULL,NULL,NULL,9500,0,NULL
MA,North Andover,New England Tractor Trailer Training School of Massachusetts,NULL,NULL,NULL,NULL,6333,0,NULL
NV,Las Vegas,Utah College of Massage Therapy-Vegas,NULL,NULL,NULL,NULL,7917,0,NULL
AZ,Tempe,Utah College of Massage Therapy-Tempe,NULL,NULL,NULL,NULL,7917,0,NULL
AZ,Phoenix,Utah College of Massage Therapy-Phoenix,NULL,NULL,NULL,NULL,7917,0,NULL
CO,Westminster,Utah College of Massage Therapy-Westminster,NULL,NULL,NULL,NULL,7917,0,NULL
CO,Aurora,Utah College of Massage Therapy-Aurora,NULL,NULL,NULL,NULL,7917,0,NULL
PR,Manati,Dewey University-Manati,NULL,NULL,NULL,NULL,4140,0,10116
PA,York,Baltimore School of Massage-York,NULL,NULL,NULL,NULL,7917,0,NULL
AZ,Phoenix,Allen School-Phoenix,NULL,NULL,NULL,NULL,9500,0,NULL
OK,Tulsa,Oklahoma Technical College,NULL,NULL,NULL,NULL,10608,0,NULL
IL,Moline,Midwest Technical Institute-Moline,NULL,NULL,NULL,NULL,9500,0,NULL
LA,Alexandria,Unitech Training Academy-Alexandria,NULL,NULL,NULL,NULL,8468,0,NULL
LA,Lake Charles,Unitech Training Academy-Lake Charles,NULL,NULL,NULL,NULL,8468,0,NULL
CA,Los Angeles,Aveda Institute-Los Angeles,NULL,NULL,NULL,NULL,9833,0,NULL
CA,Riverside,UEI College-Riverside,NULL,NULL,NULL,NULL,9500,0,NULL
KS,Lawrence,WellSpring School of Allied Health-Lawrence,NULL,NULL,NULL,NULL,9500,0,NULL
WI,Milwaukee,The Art Institute of Wisconsin,NULL,NULL,NULL,NULL,22999,0,NULL
AL,Birmingham,Brown Mackie College-Birmingham,NULL,NULL,NULL,NULL,15937,0,NULL
TX,Victoria,Manuel and Theresa's School of Hair Design-Victoria,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
IL,Chicago,Tricoci University of Beauty Culture-Chicago NE,NULL,NULL,NULL,NULL,9000,0,NULL
CA,San Dimas,Azusa Pacific University College,NULL,NULL,NULL,NULL,23092,0,25817
MN,Edina,Minneapolis Media Institute,NULL,NULL,NULL,NULL,14438,0,26640
AZ,Phoenix,CollegeAmerica-Phoenix,NULL,NULL,NULL,NULL,25732,0,30032
ID,Idaho Falls,Stevens-Henager College,NULL,NULL,NULL,NULL,25732,0,31637
AZ,Phoenix,Avalon School of Cosmetology-Phoenix,NULL,NULL,NULL,NULL,7442,0,NULL
UT,Layton,Avalon School of Cosmetology-Layton,NULL,NULL,NULL,NULL,7442,0,NULL
FL,Boynton Beach,Hair Design Institute,NULL,NULL,NULL,NULL,7593.5,0,NULL
FL,Apopka,Hair Design Institute,NULL,NULL,NULL,NULL,7593.5,0,NULL
PA,Essington,All-State Career School-Allied Health Campus,NULL,NULL,NULL,NULL,6333,0,30250
IA,West Des Moines,Aveda Institute-Des Moines,NULL,NULL,NULL,NULL,11925.5,0,NULL
NJ,Lawrenceville,Fortis Institute-Lawrenceville,NULL,NULL,NULL,NULL,9593.5,0,NULL
NY,New York,Relay Graduate School of Education,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
OK,Oklahoma City,Brown Mackie College-Oklahoma City,NULL,NULL,NULL,NULL,15937,0,NULL
GA,Macon,Miller-Motte Technical College-Macon,NULL,NULL,NULL,NULL,24549.5,0,24769
MS,Gulfport,Miller-Motte Technical College-Gulfport,NULL,NULL,NULL,NULL,24549.5,0,26623
CA,Campbell,International Culinary Center-California,NULL,NULL,NULL,NULL,6333,0,NULL
GA,Savannah,South University-Savannah Online,NULL,NULL,NULL,NULL,25000,0,29057
AL,Montgomery,Fortis College-Montgomery,NULL,NULL,NULL,NULL,9500,0,36005
VA,Roanoke,Miller-Motte Technical College-Roanoke,NULL,NULL,NULL,NULL,20000,0,25105
WA,Spokane,Whitworth University-Adult Degree Programs,NULL,NULL,NULL,NULL,26000,0,NULL
CA,Santa Barbara,The Santa Barbara and Ventura Colleges of Law at Santa Barbara,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
OK,Oklahoma City,American Broadcasting School-Online Program,NULL,NULL,NULL,NULL,8309,0,NULL
MA,Springfield,Springfield College-School of Professional and Continuing Studies,NULL,NULL,NULL,NULL,25000,0,NULL
CA,Van Nuys,Marian Health Careers Center-Van Nuys Campus,NULL,NULL,NULL,NULL,16206.5,0,NULL
MN,Brooklyn Center,Sanford-Brown College-Brooklyn Center,NULL,NULL,NULL,NULL,28750,0,NULL
NV,Las Vegas,Milan Institute-Las Vegas,NULL,NULL,NULL,NULL,8971,0,NULL
GA,Savannah,Virginia College-Savannah,NULL,NULL,NULL,NULL,16710,0,22000
GA,Columbus,Virginia College-Columbus,NULL,NULL,NULL,NULL,16710,0,23067
MO,Smithville,Donna's Academy of Hair Design,NULL,NULL,NULL,NULL,9831,0,NULL
WV,Charles Town,Catholic Distance University,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
NY,white plains,New York School of Esthetics & Day Spa,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
WI,Baraboo,Panache Academy of Beauty,NULL,NULL,NULL,NULL,10194,0,NULL
NJ,Turnersville,ASI Career Institute,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
MS,Ridgeland,Midwest Technical Institute-Ridgeland,NULL,NULL,NULL,NULL,9500,0,NULL
NJ,Pine Brook,Christine Valmy International School of Esthetics & Cosmetology,NULL,NULL,NULL,NULL,5500,0,NULL
FL,Hollywood,City College-Hollywood,NULL,NULL,NULL,NULL,28142.5,0,21687
TX,Arlington,Paul Mitchell the School-Arlington,NULL,NULL,NULL,NULL,9833,0,NULL
UT,Provo,Rocky Mountain University of Health Professions,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
NY,New York,Christie's Education,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
SC,Spartanburg,Palmetto Beauty School,NULL,NULL,NULL,NULL,9500,0,NULL
FL,Fort Myers,Paul Mitchell the School-Fort Myers,NULL,NULL,NULL,NULL,9666.5,0,NULL
NC,Raleigh,Paul Mitchell the School-Raleigh,NULL,NULL,NULL,NULL,13541.5,0,NULL
NY,New York,Stella and Charles Guttman Community College,NULL,NULL,NULL,NULL,5175,0,14283
IN,Gary,Lil Lou's Beauty and Barber College LLC,NULL,NULL,NULL,NULL,9833,0,NULL
MO,Columbia,Bryan University,NULL,NULL,NULL,NULL,23000,0,24810
OK,Tulsa,Virginia College-Tulsa,NULL,NULL,NULL,NULL,16710,0,18366
TX,Dallas,Criswell College,NULL,NULL,1,NULL,20500,0,26135
TN,Knoxville,Virginia College-Knoxville,NULL,NULL,NULL,NULL,16710,0,22010
SC,West Columbia,Columbia Academy of Cosmetology,NULL,NULL,NULL,NULL,15019.5,0,NULL
CA,Beverly Hills,Beverly Hills Design Institute,NULL,NULL,0.24,NULL,PrivacySuppressed,0,NULL
PR,Caguas,Global Institute,NULL,NULL,NULL,NULL,PrivacySuppressed,0,10809
IL,Decatur,Reflections Academy of Beauty,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
TX,La Joya,UCAS Univeristy of Cosmetology Arts & Sciences-La Joya,NULL,NULL,NULL,NULL,5343,0,NULL
OH,Copley,Bryant & Stratton College-Akron,NULL,NULL,NULL,NULL,23054.5,0,23332
CA,Reseda,Annenberg School of Nursing,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
FL,Miami,American Medical Academy,NULL,NULL,NULL,NULL,8309,0,NULL
UT,Tooele,Tooele Technical College,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
GA,Atlanta,Chamberlain University-Georgia,NULL,NULL,0.5714,NULL,22893.5,0,31880
IN,Indianapolis,Chamberlain University-Indiana,NULL,NULL,0.4444,NULL,22893.5,0,36168
TX,Mesquite,Carrington College-Mesquite,NULL,NULL,NULL,NULL,9500,0,NULL
AZ,Tempe,Sessions College for Professional Design,NULL,NULL,NULL,NULL,9908,0,17155
LA,Bossier City,Virginia College-Shreveport,NULL,NULL,NULL,NULL,16710,0,21950
FL,Jacksonville,Tulsa Welding School-Jacksonville,NULL,NULL,NULL,NULL,9500,0,NULL
VA,Virginia Beach,Empire Beauty School-Virginia Beach,NULL,NULL,NULL,NULL,12241,0,NULL
WV,Morgantown,Ross Medical Education Center-Morgantown,NULL,NULL,NULL,NULL,9500,0,NULL
UT,Ogden,Paul Mitchell the School-Ogden,NULL,NULL,NULL,NULL,10556,0,NULL
TX,Farmers Branch,Golf Academy of America-Dallas,NULL,NULL,NULL,NULL,16710,0,25146
TX,Richardson,Utah College of Massage Therapy-Dallas,NULL,NULL,NULL,NULL,7917,0,NULL
NY,Astoria,Miami Ad School-New York,NULL,NULL,NULL,NULL,22125,0,NULL
CA,San Jose,WestMed College,NULL,NULL,NULL,NULL,10093,0,NULL
IL,Chicago,Larry's Barber College,NULL,NULL,NULL,NULL,1841,0,NULL
FL,Hialeah,Futura Career Institute,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
CA,Valencia,Flair Beauty College,NULL,NULL,NULL,NULL,9617.5,0,NULL
FL,West Palm Beach,Eternity Cosmetology School Corp,NULL,NULL,NULL,NULL,7083.5,0,NULL
KY,London,Tri-State Institute of Hair Design,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
TX,San Antonio,Vogue College of Cosmetology-San Antonio Fredericksburg,NULL,NULL,NULL,NULL,7917,0,NULL
TX,San Antonio,Vogue College of Cosmetology,NULL,NULL,NULL,NULL,6610,0,NULL
VA,Newport News,Tomorrow's Image Barber And Beauty Academy of Virginia,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
CO,Arvada,College of International Esthetics Inc,NULL,NULL,NULL,NULL,6333,0,NULL
CA,Santa Fe Springs,Medical Allied Career Center,NULL,NULL,NULL,NULL,17130,0,NULL
MD,Baltimore,Bais HaMedrash and Mesivta of Baltimore,NULL,NULL,0.8696,NULL,PrivacySuppressed,0,21250
NY,Hempstead,Long Island Barber Institute,NULL,NULL,NULL,NULL,4278,0,NULL
OH,Toledo,Salon Institute-Toledo Campus,NULL,NULL,NULL,NULL,12000,0,NULL
IL,Elmwood Park,Curve Metric School of Hair Design,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
OH,Toledo,Athena Career Academy,NULL,NULL,0.4096,NULL,14166,0,NULL
NJ,Union,Yeshiva Gedolah Zichron Leyma,NULL,NULL,0.5,NULL,PrivacySuppressed,0,NULL
UT,Midvale,The Barber School,NULL,NULL,NULL,NULL,6913,0,NULL
NY,Spring Valley,Be'er Yaakov Talmudic Seminary,NULL,NULL,0.948,NULL,PrivacySuppressed,0,15168
TX,Pharr,RGV Careers,NULL,NULL,NULL,NULL,12264,0,NULL
MA,Lunenburg,Alexander Academy,NULL,NULL,NULL,NULL,7600,0,NULL
CA,Napa,LeMelange Academy of Hair,NULL,NULL,NULL,NULL,8056,0,NULL
AZ,Tucson,Aveda Institute-Tucson,NULL,NULL,NULL,NULL,10555,0,NULL
FL,Melbourne,Ambiance Beauty & Barber Academy Inc,NULL,NULL,NULL,NULL,9500,0,NULL
CA,South El Monte,Diamond Beauty College,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
CA,South San Francisco,Unitek College,NULL,NULL,0.82,NULL,10332,0,NULL
AL,Northport,University Academy of Hair Design,NULL,NULL,NULL,NULL,6500,0,NULL
FL,Orlando,Florida Institute of Recording Sound and Technology,NULL,NULL,NULL,NULL,4546,0,NULL
CO,Parker,New Dimensions Beauty Academy Inc,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
NV,Reno,Paul Mitchell the School-Reno,NULL,NULL,NULL,NULL,10603,0,NULL
ID,Boise,Boise Barber College,NULL,NULL,NULL,NULL,9500,0,NULL
ID,Idaho Falls,Austin Kade Academy,NULL,NULL,NULL,NULL,6333,0,NULL
NY,Latham,Aesthetic Science Institute,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
GA,Sandy Springs,Elaine Sterling Institute,NULL,NULL,NULL,NULL,9500,0,NULL
TX,Amarillo,Wade Gordon Hairdressing Academy,NULL,NULL,NULL,NULL,9833,0,NULL
KS,Overland Park,Mitsu Sato Hair Academy,NULL,NULL,NULL,NULL,13592,0,NULL
CA,Los Angeles,SAE Institute of Technology-Los Angeles,NULL,NULL,NULL,NULL,9500,0,NULL
FL,Miami,Florida Vocational Institute,NULL,NULL,NULL,NULL,8559,0,NULL
GA,Atlanta,SAE Institute of Technology-Atlanta,NULL,NULL,NULL,NULL,14750,0,NULL
ID,Jerome,Academy di Firenze,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
FL,North Miami Beach,SAE Institute of Technology-Miami,NULL,NULL,NULL,NULL,9500,0,NULL
CO,Greenwood Village,Colorado State University-Global Campus,NULL,NULL,NULL,NULL,24062,0,NULL
KS,Overland Park,Paul Mitchell the School-Overland Park,NULL,NULL,NULL,NULL,10751,0,NULL
UT,South Jordan,Medspa Academies,NULL,NULL,NULL,NULL,9500,0,NULL
MI,Brighton,Brighton Institute of Cosmetology,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
TX,Dallas,West Coast University-Dallas,NULL,NULL,1,NULL,33937.5,0,43454
UT,St. George,Stevens-Henager College,NULL,NULL,NULL,NULL,27139,0,30995
NE,Bellevue,National American University-Bellevue,NULL,NULL,NULL,NULL,30223,0,NULL
MN,Burnsville,National American University-Burnsville,NULL,NULL,NULL,NULL,30223,0,NULL
TX,Mesquite,National American University-Mesquite,NULL,NULL,NULL,NULL,30223,0,NULL
GA,Savannah,Empire Beauty School-Savannah,NULL,NULL,NULL,NULL,9795,0,NULL
TX,Denton,Ogle School Hair Skin Nails-Denton,NULL,NULL,NULL,NULL,9168,0,NULL
NC,Greensboro,Empire Beauty School-West Greensboro,NULL,NULL,NULL,NULL,12241,0,NULL
CA,San Marcos,California College San Diego,NULL,NULL,NULL,NULL,25662,0,31184
NJ,Northfield,Jolie Hair and Beauty Academy-Northfield,NULL,NULL,NULL,NULL,9500,0,NULL
KS,Salina,Hays Academy of Hair Design,NULL,NULL,NULL,NULL,9833,0,NULL
KS,Manhattan,Bellus Academy,NULL,NULL,NULL,NULL,8769,0,NULL
WA,Federal Way,Cortiva Institute-Seattle,NULL,NULL,NULL,NULL,7917,0,NULL
RI,East Providence,MotoRing Technical Training Institute,NULL,NULL,0.8571,NULL,8550,0,NULL
VA,Centreville,Columbia College,NULL,NULL,NULL,NULL,5765,0,NULL
CA,Hayward,Unitek College,NULL,NULL,0.9575,NULL,10332,0,NULL
PA,University Park,Pennsylvania State University-World Campus,445,480,0.5753,1061,26120,0,27839
NJ,Ocean,Medical Career Institute,NULL,NULL,NULL,NULL,4875,0,NULL
CA,San Jacinto,Advance Beauty Techs Academy,NULL,NULL,NULL,NULL,6998.5,0,NULL
CO,Longmont,Montage Academy,NULL,NULL,NULL,NULL,6333,0,NULL
CA,Glendale,Brand College,NULL,NULL,NULL,NULL,NULL,0,NULL
CA,Vallejo,Hinton Barber and Beauty College,NULL,NULL,NULL,NULL,15216.5,0,NULL
CA,Visalia,Advanced Career Institute,NULL,NULL,NULL,NULL,6164,0,NULL
NY,New York,Digital Film Academy,NULL,NULL,NULL,NULL,9500,0,NULL
NC,Raleigh,MyComputerCareer.edu-Raleigh,NULL,NULL,NULL,NULL,9500,0,NULL
ME,Augusta,Kaplan University-Augusta Campus,NULL,NULL,NULL,NULL,28018.5,0,21621
TX,Round Rock,South University-Austin,NULL,NULL,NULL,NULL,25000,0,28605
OH,Warrensville Heights,South University-Cleveland,NULL,NULL,NULL,NULL,25000,0,27099
NY,Orchard Park,Bryant & Stratton College-Online,NULL,NULL,NULL,NULL,23054.5,0,18969
SC,Florence,Virginia College-Florence,NULL,NULL,NULL,NULL,16710,0,22914
TX,San Antonio,Ogle School Hair Skin Nails-San Antonio,NULL,NULL,NULL,NULL,9168,0,NULL
PA,Elizabethtown,Elizabethtown College School of Continuing and Professional Studies,NULL,NULL,1,NULL,27000,0,NULL
KY,Louisville,Ideal Beauty Academy,NULL,NULL,NULL,NULL,9500,0,NULL
MN,Plymouth,Minnesota School of Cosmetology-Plymouth Campus,NULL,NULL,NULL,NULL,10194,0,NULL
PA,North East,Mercyhurst University-North East Campus,NULL,NULL,NULL,NULL,26850,0,25121
OR,Portland,Warner Pacific College Adult Degree Program,NULL,NULL,NULL,NULL,25922,0,23292
CA,Riverside,Platt College-Riverside,NULL,NULL,NULL,NULL,20563,0,24851
GA,Savannah,Savannah Law School,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
MD,Glen Burnie,Empire Beauty School-Glen Burnie,NULL,NULL,NULL,NULL,11766,0,NULL
VA,Woodbridge,Altierus Career College-Woodbridge,NULL,NULL,NULL,NULL,7460,0,NULL
AZ,Scottsdale,International School of Cosmetology-Toni & Guy Hairdressing Academy,NULL,NULL,NULL,NULL,13581.5,0,NULL
CA,Stockton,United Education Institute-UEI College Stockton,NULL,NULL,NULL,NULL,9500,0,NULL
OH,Canton,American National University-Canton,NULL,NULL,NULL,NULL,24667,0,NULL
IL,Fairview Heights,Vatterott College-Fairview Heights,NULL,NULL,NULL,NULL,22900,0,23597
OH,Dayton,Ross Medical Education Center-Dayton,NULL,NULL,NULL,NULL,9500,0,NULL
OH,Ontario,Ross Medical Education Center-Ontario,NULL,NULL,NULL,NULL,9500,0,NULL
KY,Bowling Green,Ross Medical Education Center-Bowling Green,NULL,NULL,NULL,NULL,9500,0,NULL
FL,Melbourne,Florida Institute of Technology-Online,NULL,NULL,NULL,NULL,27000,0,NULL
KS,Topeka,Rasmussen College-Kansas,NULL,NULL,NULL,NULL,18254,0,23202
MD,Silver Spring,Columbia Institute,NULL,NULL,NULL,NULL,5765,0,NULL
MI,Ionia,School of Missionary Aviation Technology,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
CT,Waterbury,Ace Cosmetology and Barber Training Center,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
CA,San Diego,California Miramar University,NULL,NULL,NULL,NULL,PrivacySuppressed,0,24348
CO,Parker,Rocky Vista University,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
NC,Greensboro,Virginia College-Greensboro,NULL,NULL,NULL,NULL,16710,0,22060
TX,Dallas,The College of Health Care Professions-Dallas,NULL,NULL,NULL,NULL,9500,0,NULL
TX,Fort Worth,The College of Health Care Professions-Fort Worth,NULL,NULL,NULL,NULL,9500,0,NULL
FL,Jacksonville,Shear Finesse Hairstyling Academy,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
FL,Miami,Miami Media School,NULL,NULL,NULL,NULL,9500,0,NULL
MO,Sedalia,Academy of Salon Professionals,NULL,NULL,NULL,NULL,10883.5,0,NULL
TX,Austin,CyberTex Institute of Technology,NULL,NULL,NULL,NULL,7110,0,NULL
CT,Bridgeport,New England Tractor Trailer Training School of CT-Bridgeport,NULL,NULL,NULL,NULL,6333,0,NULL
TX,Cedar Park,Gemini School of Visual Arts & Communication,NULL,NULL,0.6667,NULL,PrivacySuppressed,0,NULL
AR,Ft Smith,Designer Barber & Stylist School,NULL,NULL,NULL,NULL,9833,0,NULL
VA,Woodbridge,Paul Mitchell the School-Woodbridge,NULL,NULL,NULL,NULL,11667,0,NULL
OK,Okmulgee,College of the Muscogee Nation,NULL,NULL,NULL,NULL,PrivacySuppressed,0,22539
AL,Huntsville,The Salon Professional Academy-Huntsville,NULL,NULL,NULL,NULL,13416.5,0,NULL
UT,Salt Lake City,Midwives College of Utah,NULL,NULL,1,NULL,PrivacySuppressed,0,25807
MD,Laurel,Aspen Beauty Academy of Laurel,NULL,NULL,NULL,NULL,13500,0,NULL
TX,Grand Prairie,M T Training Center,NULL,NULL,NULL,NULL,6754,0,NULL
PA,Leesport,Berks Career & Technology Center,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
WV,Franklin,Future Generations University,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
MO,Carthage,Carthage R9 School District-Carthage Technical Center,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
CA,Fullerton,Grace Mission University,NULL,NULL,0.7273,NULL,PrivacySuppressed,0,17794
IL,Oak Brook,PCCTI IT and Healthcare,NULL,NULL,NULL,NULL,11600,0,NULL
NY,New York,Sotheby's Institute of Art-NY,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
UT,Taylorsville,Top Nails & Hair Beauty School,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
CA,Santa Ana,Santa Ana Beauty College,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
WI,Union Grove,Shepherds College,NULL,NULL,0.7959,NULL,PrivacySuppressed,0,NULL
GA,Tucker,Woodruff Medical Training and Testing,NULL,NULL,NULL,NULL,7917,0,NULL
GA,Macon,Helms College,NULL,NULL,NULL,NULL,9500,0,20011
NY,New York,American Academy of Personal Training,NULL,NULL,NULL,NULL,3167,0,NULL
CA,Ukiah,Ukiah Adult School,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
CA,Indio,Riverside County Office of Education-School of Career Education,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
MD,Hunt Valley,Institute of Health Sciences,NULL,NULL,NULL,NULL,9500,0,25583
